ASV	SRR11605061	SRR11605064	SRR11605067	SRR11605068	SRR11605073	SRR11605080	SRR11605081	SRR11605082	SRR11605083	SRR11605084	SRR11605085	SRR11605086	SRR11605087	SRR11605089	SRR11605090	SRR11605091	SRR11605054	SRR11605055	SRR11605056	SRR11605058	SRR11605063	SRR11605065	SRR11605066	SRR11605070	SRR11605071	SRR11605074	SRR11605075	SRR11605076	SRR11605077	SRR11605088	SRR11605095	SRR11605057	SRR11605059	SRR11605060	SRR11605062	SRR11605069	SRR11605072	SRR11605078	SRR11605079	SRR11605092	SRR11605093	SRR11605094
ASV0150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0151	26	15	62	18	10	71	57	0	4	24	2	22	7	6	0	14	4	4	6	7	16	22	21	177	106	32	7	8	13	0	0	49	11	7	32	17	58	8	37	23	23	0
ASV0152	1	0	0	3	16	0	0	413	0	0	6	0	0	6	0	0	8	0	0	108	0	0	25	0	0	0	105	7	113	0	0	0	128	7	0	0	68	0	0	0	0	0
ASV0153	2	1	0	17	0	2	0	2	880	0	2	0	0	6	2	21	3	0	0	0	0	0	3	2	22	0	0	0	0	0	0	0	0	0	3	0	0	3	0	5	22	0
ASV0154	0	0	0	0	0	14	20	0	939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0155	0	8	0	0	0	0	29	0	7	158	0	123	352	66	0	73	30	0	0	0	0	0	0	31	72	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV0156	0	0	0	1	49	0	0	332	35	0	0	0	6	14	0	0	0	0	0	111	2	0	0	0	0	15	138	9	102	0	0	0	101	5	0	0	16	0	0	0	0	0
ASV0157	83	0	19	0	19	0	0	89	0	32	1	0	2	0	0	0	0	90	0	0	0	0	45	18	16	0	35	0	284	3	0	0	54	0	117	0	11	0	10	0	0	1
ASV0158	0	4	0	0	0	11	18	0	44	173	3	78	251	0	0	86	84	11	0	0	0	0	0	80	53	0	0	6	0	0	0	0	0	0	0	0	16	0	0	0	0	0
ASV0159	0	4	0	0	12	26	10	0	588	0	6	0	6	7	0	0	0	0	11	3	3	4	6	46	51	5	4	0	10	0	0	11	4	6	0	8	9	1	27	0	0	0
ASV0160	0	12	0	0	0	0	0	0	775	0	0	2	0	0	0	0	0	0	40	0	0	5	0	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV0161	204	0	32	0	0	0	133	0	0	45	7	41	0	97	0	66	0	12	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	8	0	0	23	0	105	25	0	0
ASV0162	0	0	37	0	13	0	0	357	7	6	0	0	0	9	0	0	0	12	0	81	0	0	0	0	0	0	137	4	103	4	0	0	53	0	0	0	24	0	0	0	0	0
ASV0163	8	0	0	0	0	0	0	14	0	9	0	6	0	0	0	0	0	12	0	0	3	20	6	0	585	0	0	0	0	0	1	0	0	6	0	0	0	0	0	12	40	121
ASV0164	0	0	0	0	0	0	0	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0165	45	0	0	0	39	0	0	143	0	28	0	0	0	0	0	0	0	0	0	56	0	0	0	0	17	0	113	0	182	6	0	0	56	13	77	8	0	0	0	0	0	0
ASV0166	0	0	0	9	31	0	0	244	6	0	0	0	0	19	0	0	0	0	0	89	5	0	0	0	24	0	97	3	99	0	0	0	72	0	0	0	78	0	6	0	0	0
ASV0167	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	765	0	1	0	0	0	0	0
ASV0168	0	0	0	0	0	0	7	0	0	0	0	6	0	0	0	0	12	5	0	0	0	0	4	0	605	0	0	0	0	0	4	1	0	7	0	0	0	0	0	2	22	100
ASV0169	9	11	39	8	15	5	6	47	7	68	5	5	3	18	0	2	2	0	4	11	95	91	5	0	61	0	10	6	18	17	0	36	8	11	10	0	57	17	13	11	27	5
ASV0170	0	5	0	0	0	0	0	0	2	165	0	113	302	22	0	78	53	0	0	0	0	0	16	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0171	0	15	0	0	0	0	0	0	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ASV0172	4	0	0	0	0	0	357	26	0	0	14	0	4	0	32	0	0	0	14	0	0	0	0	3	72	0	0	0	1	0	9	0	0	0	113	0	5	0	0	1	0	96
ASV0173	0	0	12	3	42	0	0	215	0	0	0	0	0	0	0	0	8	0	0	91	0	0	19	0	0	31	105	18	105	0	5	0	39	0	0	0	31	5	15	0	0	0
ASV0174	204	2	27	0	0	0	113	10	0	44	7	26	7	36	0	10	0	28	0	0	0	0	0	0	3	0	0	0	17	39	0	0	0	5	12	0	9	0	124	15	0	0
ASV0175	2	2	0	11	8	15	0	145	144	0	0	0	2	5	0	6	0	4	15	15	0	3	0	12	89	0	70	7	77	0	2	3	37	4	0	2	18	0	0	0	8	23
ASV0176	0	0	29	0	15	0	0	239	0	9	6	0	0	0	0	0	0	0	0	70	0	0	12	0	0	14	108	18	62	18	0	0	96	18	0	0	14	0	0	0	0	0
ASV0177	0	0	0	5	5	0	0	228	0	0	0	16	0	4	0	0	2	0	0	65	0	0	0	0	0	27	128	14	61	0	0	0	124	0	0	0	34	0	0	0	0	0
ASV0178	0	0	0	0	0	4	0	0	696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV0179	0	0	5	6	43	0	0	237	0	0	0	7	12	24	0	0	0	0	0	88	0	0	0	0	3	0	120	8	77	5	0	0	57	0	0	0	1	0	0	0	0	0
ASV0180	0	0	0	0	0	0	0	0	4	176	0	114	214	23	0	118	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0181	0	0	0	0	9	0	0	235	0	0	0	0	0	0	0	13	0	0	0	75	0	0	15	0	0	19	82	0	128	0	0	0	78	0	0	9	23	0	0	0	0	0
ASV0182	3	4	41	7	7	0	178	6	2	45	49	7	0	11	17	9	0	0	0	0	10	59	0	4	17	10	0	10	1	0	0	19	0	10	38	0	0	0	33	25	33	14
ASV0183	12	1	0	10	0	16	0	0	384	0	0	1	7	0	0	42	2	2	12	0	0	1	7	20	19	21	10	0	0	6	0	7	0	0	35	13	10	0	9	0	0	3
ASV0184	0	0	0	5	23	0	0	232	0	0	0	0	0	0	0	0	0	0	0	86	13	0	0	0	0	0	79	19	89	0	0	4	72	0	0	9	18	0	0	0	0	0
ASV0185	0	1	3	3	5	0	0	188	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	22	0	53	156	14	17	0	0	0	81	0	0	0	11	0	13	0	0	0
ASV0186	0	0	0	0	0	0	0	0	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0187	0	1	90	170	2	0	0	0	0	0	0	0	0	25	5	16	0	0	0	0	4	1	35	172	64	0	5	0	0	15	0	0	0	1	1	0	0	0	0	0	0	0
ASV0188	0	0	0	0	0	1	0	0	577	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	0
ASV0189	0	0	0	4	16	0	0	230	0	0	0	8	0	4	0	0	0	0	0	61	0	0	0	0	0	12	85	10	72	0	0	0	80	0	0	0	16	0	0	0	0	0
ASV0190	0	0	0	0	0	18	0	154	61	10	0	0	0	0	0	0	5	0	9	30	0	0	0	3	120	6	48	0	63	0	0	0	23	0	0	0	0	0	0	0	20	14
ASV0191	0	0	13	0	2	0	0	170	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	14	134	7	120	0	0	0	41	0	0	20	0	0	6	0	0	0
ASV0192	0	0	14	0	33	22	0	194	0	0	0	2	7	0	0	2	0	15	0	45	0	0	0	0	0	10	68	0	66	0	0	0	51	0	0	13	25	0	0	0	0	0
ASV0193	12	12	0	0	0	35	0	0	0	82	0	72	214	14	0	45	12	0	0	0	0	0	0	17	10	0	0	0	21	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV0194	5	10	0	0	0	2	0	0	0	133	0	136	117	0	0	29	34	8	0	0	0	0	0	15	29	10	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0
ASV0195	0	0	0	0	20	0	0	188	0	0	0	0	0	10	0	0	0	0	3	32	0	0	0	0	0	7	55	0	63	0	0	16	102	8	0	0	38	0	0	3	0	0
ASV0196	0	0	9	17	0	0	51	0	0	373	6	0	0	0	5	1	0	0	2	0	0	2	0	6	0	0	4	0	0	2	2	0	0	8	19	7	0	0	25	0	4	0
ASV0197	0	0	0	0	11	0	0	191	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	25	66	7	40	0	0	0	83	0	0	8	29	8	9	0	0	0
ASV0198	0	0	0	1	32	0	0	217	12	0	0	0	0	0	0	0	0	0	0	61	4	0	0	6	0	14	89	4	59	0	0	0	25	0	0	0	15	0	0	0	0	0
ASV0199	0	4	0	0	14	0	0	0	0	86	0	114	167	0	0	95	41	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0200	2	10	49	5	11	7	14	2	1	4	0	0	4	41	0	0	2	1	4	0	145	42	14	12	32	0	0	0	0	0	0	30	0	0	2	0	30	13	10	26	8	14
ASV0201	0	0	0	7	36	12	0	202	9	0	0	0	0	1	0	2	0	0	0	62	0	0	7	0	0	0	64	8	45	0	0	0	76	0	0	0	0	0	4	0	0	0
ASV0202	32	5	3	0	0	0	0	27	0	0	0	0	0	18	7	25	0	0	11	0	0	0	0	0	3	69	15	60	34	0	1	0	0	0	14	0	9	29	53	2	106	8
ASV0203	0	10	0	0	0	0	0	0	515	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0204	0	5	0	0	0	4	7	0	25	24	0	120	191	32	0	24	17	0	0	0	0	0	0	34	15	0	0	0	0	0	0	0	0	0	8	0	0	0	15	0	0	0
ASV0205	0	0	0	0	8	0	0	172	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	23	0	33	80	10	45	13	0	0	81	0	0	8	0	0	7	0	0	0
ASV0206	2	0	2	1	23	0	0	206	0	0	0	0	0	0	0	3	0	0	4	46	0	0	0	1	7	6	97	0	28	0	0	0	72	0	0	0	13	0	0	0	0	0
ASV0207	0	0	0	0	0	0	16	0	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0208	0	0	0	0	7	12	0	176	0	0	0	0	0	27	0	0	0	0	0	60	0	0	0	2	2	11	80	6	53	0	0	0	59	0	0	0	10	0	0	0	0	0
ASV0209	0	0	0	0	0	3	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0210	0	0	0	19	14	6	0	180	0	0	0	3	16	6	0	0	0	0	1	46	0	0	14	0	19	0	49	0	25	0	0	0	41	0	8	0	33	8	0	0	0	0
ASV0211	0	0	0	0	0	0	0	0	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0212	0	0	0	0	8	0	0	149	0	0	0	0	0	0	0	4	0	4	0	52	0	0	0	0	0	0	75	0	42	5	0	16	79	0	0	0	27	0	15	0	0	0
ASV0213	0	0	0	0	0	0	0	0	0	50	0	92	207	26	0	42	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0214	55	0	61	0	0	22	62	0	20	28	0	12	56	29	0	15	13	0	17	0	0	0	0	27	6	13	5	0	0	0	0	0	5	0	0	0	0	0	0	13	0	0
ASV0215	0	0	0	3	33	6	12	180	0	0	0	0	0	0	0	0	0	0	6	29	0	0	0	0	0	9	56	1	37	0	0	0	40	0	3	8	32	0	0	0	0	0
ASV0216	0	8	2	0	4	0	0	0	2	0	1	0	173	42	0	12	0	0	3	0	0	73	0	0	3	0	0	0	16	0	0	0	0	0	0	0	2	0	0	6	0	107
ASV0217	43	5	15	0	1	2	0	10	0	0	0	0	0	35	5	20	14	0	6	0	7	6	0	0	42	22	5	35	20	0	0	0	0	7	5	0	32	10	25	11	49	9
ASV0218	0	10	0	0	0	11	0	0	4	79	0	112	141	0	0	39	20	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV0219	0	0	0	18	6	0	31	0	0	178	76	0	0	0	0	0	0	0	7	0	3	48	0	0	0	0	1	0	0	0	0	0	0	2	0	22	4	0	0	0	34	0
ASV0220	0	6	24	5	1	0	60	3	0	295	0	1	0	0	0	0	0	0	0	0	2	7	3	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	4	8	0	0
ASV0221	0	0	0	0	0	0	0	0	0	72	0	71	192	0	0	57	28	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0222	0	0	0	13	0	0	0	0	43	0	2	0	0	0	0	127	0	4	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	2	0	0
ASV0223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0
ASV0224	0	0	0	0	6	17	18	103	0	0	0	0	0	0	0	0	0	0	21	43	6	0	0	0	7	25	40	14	56	0	7	0	50	0	0	0	0	0	0	0	0	0
ASV0225	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0
ASV0226	0	0	1	121	5	0	26	44	1	39	3	1	4	5	17	0	0	16	2	6	2	4	0	0	0	2	17	0	5	5	1	14	13	4	18	5	0	0	12	8	0	0
ASV0227	11	22	0	0	0	0	0	15	0	4	0	0	0	10	4	11	0	0	0	0	10	9	11	0	5	0	0	29	27	0	0	9	0	4	0	0	4	0	14	0	200	0
ASV0228	3	0	8	0	0	0	71	5	0	35	14	3	8	0	0	0	0	0	4	0	0	0	0	0	194	0	0	0	0	0	0	0	0	33	0	0	7	0	0	0	0	12
ASV0229	0	0	7	0	0	0	0	179	0	3	0	0	0	0	1	0	0	0	0	50	0	0	0	0	0	0	72	4	39	0	0	0	36	0	0	0	0	0	0	0	0	0
ASV0230	0	0	0	0	0	0	0	0	0	0	53	0	0	0	23	0	10	0	0	0	0	0	0	0	285	0	0	0	0	0	6	0	0	7	0	0	0	0	0	0	0	7
ASV0231	0	0	0	41	0	0	0	0	0	0	0	2	0	17	3	4	12	4	0	0	0	64	0	9	4	0	1	0	0	22	4	1	0	0	70	0	0	0	6	0	0	119
ASV0232	0	12	0	0	0	0	0	0	21	23	0	45	118	7	0	22	28	0	0	0	0	0	0	58	18	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	18	0
ASV0233	0	2	0	0	23	0	0	136	0	0	0	0	0	0	0	0	16	0	0	46	0	0	0	0	0	6	52	7	27	0	0	0	55	0	0	0	3	0	0	0	0	0
ASV0234	0	0	0	0	0	0	0	0	8	73	0	72	145	0	0	46	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0235	0	0	0	7	4	5	0	86	0	0	0	0	0	9	0	20	1	0	0	39	9	0	0	7	5	15	16	30	28	1	0	7	34	0	12	0	0	1	5	0	19	0
ASV0236	0	1	0	0	0	0	0	6	0	0	0	9	0	0	0	0	16	0	1	0	0	12	0	0	260	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	34
ASV0237	0	0	14	11	0	24	0	93	0	0	0	0	0	0	0	3	5	0	0	47	0	0	6	4	0	0	50	8	32	0	0	0	44	0	0	0	10	0	5	0	0	0
ASV0238	0	0	0	8	31	0	0	97	0	0	0	0	0	0	0	0	0	0	7	25	0	0	0	0	0	0	100	3	19	0	0	0	59	0	0	0	0	0	0	0	0	0
ASV0239	0	0	0	7	19	0	0	145	0	0	0	0	0	0	0	0	0	10	0	38	0	0	0	0	0	0	53	0	59	0	0	0	16	0	0	0	1	0	0	0	0	0
ASV0240	0	0	15	0	13	0	0	109	0	0	0	0	0	0	0	0	3	8	0	32	0	0	0	11	0	0	34	0	78	0	0	0	41	0	0	0	0	0	0	0	0	0
ASV0241	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0242	0	0	0	0	0	0	0	0	0	84	0	23	158	0	0	57	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0243	5	2	0	5	0	42	24	0	11	3	0	10	0	23	0	4	0	0	1	0	6	5	15	57	40	0	0	0	11	0	0	0	17	22	5	0	12	0	0	21	0	0
ASV0244	0	0	0	0	16	0	0	132	0	0	7	0	0	17	0	0	0	0	0	52	0	0	0	0	0	0	37	12	29	0	0	0	30	0	0	0	8	0	0	0	0	0
ASV0245	0	6	0	0	0	1	0	0	0	1	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	1	0	0	0	0	1	0	0	1	0	0	0
ASV0246	0	0	0	0	0	0	0	87	0	0	0	0	6	0	0	0	0	0	0	57	0	0	0	0	0	0	63	11	59	0	0	0	49	0	0	0	0	0	0	0	0	0
ASV0247	15	0	0	3	0	7	8	0	0	44	0	33	113	0	0	35	7	0	0	0	3	0	8	24	9	0	0	0	0	0	0	0	0	4	0	0	0	8	0	10	0	0
ASV0248	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0249	0	0	0	0	6	0	0	116	0	0	0	0	0	23	0	0	0	0	0	33	0	0	0	0	0	0	37	0	50	0	0	0	37	0	0	7	18	0	0	0	0	0
ASV0250	86	0	0	19	9	0	0	9	0	14	4	4	0	14	0	16	19	0	10	0	0	0	24	7	0	0	6	16	0	0	0	0	15	3	0	0	35	0	5	8	0	0
ASV0251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	47
ASV0252	0	5	0	1	2	24	1	0	0	0	6	9	15	0	0	3	0	0	0	0	3	8	0	4	6	0	0	0	0	0	0	6	0	5	0	0	0	12	3	161	10	34
ASV0253	0	2	0	0	0	0	22	0	49	52	2	34	64	0	0	11	0	0	0	0	0	0	0	32	32	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV0254	0	0	0	0	0	0	22	0	0	272	3	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	6	0	0	0
ASV0255	10	0	0	0	1	0	0	3	0	0	6	0	3	8	0	5	0	4	6	0	9	21	7	4	109	0	0	0	0	13	0	19	3	14	0	0	36	9	0	3	5	16
ASV0256	0	0	0	0	0	0	0	0	0	76	0	66	142	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0257	0	0	0	0	20	0	0	80	0	0	0	0	0	0	0	0	8	0	0	36	0	0	0	0	0	0	24	28	61	0	0	0	29	0	0	1	0	0	13	0	0	0
ASV0258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0259	0	0	0	2	0	0	0	41	32	0	0	0	0	0	0	109	0	0	0	18	0	0	5	0	0	0	7	0	3	0	0	0	21	0	58	0	0	0	0	0	1	0
ASV0260	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	5	0	16	11	0	0	0	0	0	42	0	0	0	0	0	113	0	0	0	0	0	17	0	0	12	0	0
ASV0261	0	0	12	0	0	0	120	0	3	17	5	0	0	0	4	0	1	6	5	0	8	4	0	0	0	0	0	0	0	4	0	2	0	8	53	0	0	0	38	0	3	0
ASV0262	0	8	0	0	0	0	0	0	11	51	0	9	123	0	0	54	8	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
ASV0263	0	3	15	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	27	9	0	0	0	3	0	29	11	3	11	0	0	23	9	0	12	20	0	0	0	0	0
ASV0264	0	0	8	8	17	0	0	85	0	0	0	0	0	0	0	0	0	12	6	30	0	0	0	0	7	4	40	0	21	0	0	0	33	15	0	0	1	0	0	0	0	0
ASV0265	0	0	0	20	0	0	0	0	0	12	19	0	0	0	0	0	0	9	0	0	8	65	0	0	0	0	0	0	3	32	0	8	0	0	6	0	0	0	1	0	0	103
ASV0266	0	0	0	8	4	6	0	0	0	0	0	4	12	64	0	16	0	4	2	0	15	6	0	0	0	17	0	0	11	6	0	19	0	5	21	0	10	0	31	10	0	13
ASV0267	0	1	0	0	0	0	0	0	0	57	0	36	86	0	0	60	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0268	0	0	0	0	0	0	0	109	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	11	49	0	38	0	0	0	49	0	0	0	15	0	0	0	0	0
ASV0269	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0270	0	0	0	2	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	4	0	0	0
ASV0271	14	0	20	33	0	0	0	0	0	0	0	3	32	16	0	0	0	0	0	0	5	8	8	86	18	0	0	0	0	5	0	1	0	0	5	0	1	0	5	6	9	0
ASV0272	0	12	0	0	0	0	0	0	0	67	0	40	88	17	0	18	16	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV0273	28	0	0	2	0	11	0	0	0	22	0	9	9	1	0	0	13	0	4	0	0	0	4	19	76	0	0	0	0	0	0	15	0	0	0	0	25	0	2	10	12	10
ASV0274	0	0	0	0	0	0	0	0	7	18	0	61	98	0	0	66	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0275	6	10	0	0	0	0	0	0	0	29	0	0	7	11	11	0	10	0	0	0	7	47	0	0	68	0	0	0	0	0	6	10	1	0	2	0	20	1	2	16	4	0
ASV0276	0	0	0	0	8	6	0	91	0	0	0	0	6	0	0	0	0	0	0	17	0	0	0	0	10	0	63	0	30	0	0	12	14	0	0	0	11	0	0	0	0	0
ASV0277	0	0	0	0	4	0	0	120	0	7	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	47	13	14	0	0	0	20	0	0	0	10	0	0	0	0	0
ASV0278	0	7	0	0	0	13	0	0	13	15	0	17	95	0	0	21	10	0	0	0	0	0	0	16	31	0	0	14	8	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV0279	0	0	0	0	11	0	0	130	0	0	0	0	0	0	0	7	0	0	0	23	0	0	0	0	0	0	37	0	20	0	0	0	32	0	0	3	2	0	0	0	0	0
ASV0280	5	2	5	26	5	0	0	0	0	0	0	0	5	53	5	0	0	0	0	0	0	5	16	90	19	0	0	0	1	6	0	0	0	1	13	0	3	1	0	1	2	0
ASV0281	0	7	30	56	5	0	0	0	0	3	0	14	0	19	4	7	0	0	0	0	0	7	3	75	30	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
ASV0282	0	0	0	0	2	0	26	7	0	84	0	0	0	3	0	0	0	0	2	0	0	106	0	0	0	0	0	0	0	5	0	16	0	0	0	1	0	0	0	0	9	0
ASV0283	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	0	172	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	16	37
ASV0285	0	0	0	0	0	14	0	0	3	58	0	16	140	0	0	0	8	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV0286	4	0	0	0	0	0	19	0	10	0	0	0	0	21	0	0	0	0	0	0	0	2	0	136	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	19	7	9
ASV0287	0	0	0	0	4	0	0	0	19	37	0	0	137	0	0	24	20	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0288	9	6	13	32	6	1	0	0	0	1	0	17	5	0	4	12	0	0	7	0	12	0	22	47	19	0	0	0	5	0	0	5	0	2	1	2	5	0	0	0	16	0
ASV0289	0	4	10	19	16	0	10	40	0	3	9	0	0	0	0	0	0	0	2	11	4	0	0	2	0	0	31	17	23	0	0	2	22	12	0	10	0	0	0	2	0	0
ASV0290	0	0	0	0	0	0	0	0	0	58	0	56	57	1	0	36	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	11	0	0	0
ASV0291	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	46	0	35	0	0	0	13	0	0	0	17	0	0	0	0	0
ASV0292	0	0	0	0	0	0	0	0	0	67	0	45	62	0	0	48	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0293	0	0	0	0	0	34	67	0	16	11	0	0	0	0	0	15	0	6	0	1	0	0	10	45	15	0	4	0	9	0	0	0	0	0	0	11	0	0	0	0	0	2
ASV0294	0	0	0	0	0	0	0	57	0	0	0	0	0	31	0	0	0	0	0	10	0	0	0	0	0	12	27	0	52	0	3	0	54	0	0	0	0	0	0	0	0	0
ASV0295	0	0	0	0	0	19	0	115	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	35	0	28	0	0	0	26	0	0	0	0	0	0	0	0	0
ASV0296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0297	0	15	0	0	0	0	0	0	0	48	0	27	56	17	0	44	14	0	0	0	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV0298	0	2	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	3	8	0	16	4	0	16	0	0	0	0	0	3	0	0	0	0	34	0	0	3	0	9	41	92
ASV0299	0	2	0	0	0	0	3	0	0	14	0	0	0	0	0	0	3	6	0	0	0	0	0	0	171	0	1	0	0	0	0	0	0	0	0	0	0	0	5	7	0	25
ASV0300	0	0	0	0	0	0	19	0	0	35	0	36	110	0	0	19	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0301	0	2	0	1	0	8	0	0	9	49	0	59	22	0	0	20	19	0	0	0	0	0	0	23	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
