ASV	ERR2662893	ERR2662898	ERR2662910	ERR2662911	ERR2662912	ERR2662913	ERR2662914	ERR2662916	ERR2662921	ERR2662925	ERR2662927	ERR2662930	ERR2662932	ERR2662933	ERR2662936	ERR2662937	ERR2662939	ERR2662941	ERR2662945	ERR2662895	ERR2662896	ERR2662897	ERR2662899	ERR2662901	ERR2662902	ERR2662904	ERR2662905	ERR2662906	ERR2662908	ERR2662922	ERR2662924	ERR2662929	ERR2662938	ERR2662940	ERR2662942	ERR2662943	ERR2662944	ERR2662894	ERR2662900	ERR2662903	ERR2662907	ERR2662909	ERR2662915	ERR2662917	ERR2662918	ERR2662919	ERR2662920	ERR2662923	ERR2662926	ERR2662928	ERR2662931	ERR2662934	ERR2662935
ASV0107	0	753	0	0	1345	2454	0	0	3101	0	0	0	240	415	0	597	1430	175	0	0	0	1379	0	0	0	0	2724	3012	0	0	0	0	2446	419	622	0	0	0	1140	0	3041	0	0	0	0	1904	3344	0	0	0	471	0	0
ASV0108	264	535	770	33	20	75	67	392	2398	1478	1564	16	227	91	187	7	0	5902	156	86	489	469	79	563	1484	537	1035	805	249	164	311	3	0	127	716	134	48	738	49	1631	2294	175	192	694	819	177	380	170	1230	3	352	195	150
ASV0109	0	0	0	0	0	0	1803	0	0	0	0	0	583	56	1401	10799	1780	0	0	0	0	0	495	227	0	0	0	0	0	0	0	0	1328	0	0	0	0	0	907	0	0	0	395	0	0	0	0	0	0	0	1422	6991	2259
ASV0110	2859	0	0	1349	609	751	0	0	0	5	0	0	145	22	0	0	0	2345	5599	153	0	0	2910	753	0	0	0	0	0	1445	309	0	0	4272	413	1487	1653	700	1406	0	0	0	0	0	0	0	0	501	0	0	558	0	0
ASV0111	0	0	124	0	0	0	0	0	0	511	2792	5827	0	0	0	279	133	0	1069	0	0	0	0	0	0	0	0	0	0	715	3444	4753	0	0	66	980	722	0	0	0	0	0	0	0	0	0	0	1806	2499	3850	0	0	214
ASV0112	327	306	531	84	84	353	0	970	1997	0	0	0	0	0	177	0	0	17	0	71	805	611	0	0	0	0	7057	3626	945	0	0	0	0	0	0	0	0	379	0	0	7210	798	0	713	597	632	977	0	0	0	0	67	341
ASV0113	0	0	718	36	0	0	0	0	2498	5849	2833	0	0	62	0	348	250	0	0	0	0	0	21	70	51	64	0	0	1596	259	431	0	283	0	0	0	0	0	0	0	0	187	1341	0	0	1692	916	53	9770	0	98	0	0
ASV0114	0	19	0	20320	5496	0	0	0	0	1852	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	123	97	0	0	0	0	0	0	0	0	0	0	0	1123	0	0	0	0
ASV0115	0	0	0	0	0	0	0	0	0	6	0	0	247	324	1	0	0	23605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2088	2483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	0	0
ASV0116	0	0	0	0	0	0	27	2629	0	0	0	3	314	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7516	10679	0	0	0	0	0	0	0	0	0	0	0	2242	802	836	0	0	2381	0	0	1021	0	0
ASV0117	1	3906	1268	118	202	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5126	14367	0	0	0	0	0	0	1740	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0
ASV0118	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18129	156	0	0	0	0	0	0	0	0	0	0	0	0	0	8776	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0119	547	136	0	2926	812	1175	407	186	0	0	0	2146	821	2836	0	0	0	0	976	1411	665	803	861	517	0	0	0	0	0	0	699	1942	0	0	0	385	379	0	432	0	0	0	2822	54	66	0	0	215	0	1307	1100	0	0
ASV0120	8	0	0	0	0	0	1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8922	8880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6776	0	0	0	388	5	0	0	0	0	0	0	0	0	0
ASV0121	38	0	819	18	16	17	48	71	230	0	0	1334	313	169	8	609	620	4123	190	32	34	0	530	1227	1425	701	2347	1299	805	0	0	24	384	76	147	88	0	0	603	885	5326	811	136	99	52	70	114	0	0	11	171	7	11
ASV0122	254	428	81	151	58	137	146	50	2783	476	885	242	608	648	90	304	614	4399	117	477	625	391	83	120	935	113	1146	309	87	71	353	0	157	507	617	247	96	259	248	694	1468	23	247	126	190	451	934	35	820	0	582	127	315
ASV0123	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1370	0	1588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	595	0	0	0	0	21333
ASV0124	0	0	485	0	0	0	167	0	0	0	0	19	1866	242	54	1314	2077	887	121	0	0	0	70	322	0	0	3136	2508	322	118	43	0	1639	30	10	38	19	0	94	0	1205	60	2871	0	0	0	0	30	0	7	4357	39	0
ASV0125	3119	0	139	0	233	5	838	228	0	0	0	139	1584	2905	2	0	0	4	56	4	0	0	202	101	2948	323	0	0	409	839	2888	0	0	42	3	289	20	0	117	934	0	293	2137	92	180	0	0	666	0	0	2324	0	0
ASV0126	0	505	19	196	13	401	0	39	614	92	293	20	216	300	134	110	0	684	542	100	10093	913	288	116	99	81	887	1313	69	59	31	0	94	2626	93	26	4	12	111	59	715	58	0	58	687	45	247	32	0	0	728	157	36
ASV0127	2417	0	1723	584	842	1914	580	49	1	0	0	634	551	61	5	0	0	0	484	142	0	0	830	924	1860	14	0	0	1202	81	58	0	0	0	0	759	1396	2428	834	362	0	491	1871	0	72	0	0	19	0	142	638	16	0
ASV0128	111	1850	1478	0	1	50	482	1	0	0	0	43	0	0	0	0	0	2	0	0	925	1584	0	0	2234	360	1433	2199	310	243	4258	38	0	0	0	0	0	103	0	620	741	325	3952	0	0	0	0	430	0	33	0	0	0
ASV0129	817	0	1535	2008	2025	1884	513	145	0	152	94	1652	531	1374	0	0	0	23	109	450	722	705	698	413	0	0	0	0	398	370	264	97	0	69	115	367	89	0	664	0	0	792	3255	132	42	0	0	134	129	212	545	0	0
ASV0130	1389	5	32	392	274	79	681	33	0	0	0	202	185	34	2	0	0	12	0	0	0	0	263	25	13028	460	0	0	102	515	154	0	0	165	0	940	554	0	4	537	0	47	1136	64	28	209	592	100	0	0	891	0	0
ASV0131	0	0	1507	0	0	0	0	0	0	2649	491	1092	0	0	0	3764	1943	0	171	0	0	0	0	0	0	0	0	0	0	3452	790	1032	0	0	770	172	132	0	0	0	0	0	0	0	0	0	0	396	515	711	0	0	3527
ASV0132	48	3508	193	372	149	1087	0	77	0	0	0	111	0	0	230	0	0	434	342	964	613	2159	484	75	177	272	720	3953	93	0	176	0	2295	72	0	364	340	111	345	292	1070	157	0	88	279	0	0	77	0	0	38	271	538
ASV0133	0	0	0	89	14	258	73	0	600	0	217	434	64	1065	1087	31	3987	588	0	1555	0	2319	0	1543	36	649	0	277	0	427	582	10	0	669	962	208	43	0	75	93	0	101	2834	0	558	45	22	130	0	8	135	134	49
ASV0134	0	0	0	548	456	461	122	0	0	0	0	0	0	0	2123	626	1587	3403	0	0	0	0	1307	1305	0	0	0	0	0	0	0	0	869	482	489	0	0	0	2779	0	0	0	227	0	0	0	0	0	0	0	0	2101	3031
ASV0135	0	0	0	0	0	0	0	949	0	0	0	0	0	17	0	1487	1132	0	343	0	12	0	2969	2711	23	0	0	0	0	1672	2400	3	2135	0	0	429	481	0	1892	0	0	21	0	1286	978	0	0	529	0	0	7	0	9
ASV0136	0	1682	0	0	0	0	0	0	0	1226	0	0	0	429	650	5	0	0	0	0	0	0	21	12	313	0	0	0	1753	4216	0	1035	15	1795	584	0	0	1603	0	894	0	0	0	0	0	0	0	1456	2414	0	0	0	924
ASV0137	2357	0	211	881	552	972	437	347	573	0	0	191	144	60	154	0	0	21	162	703	0	0	0	0	63	144	0	0	250	552	1122	0	0	582	126	358	1294	0	0	4678	0	256	1425	459	242	663	438	168	0	25	313	35	21
ASV0138	0	0	0	0	0	0	0	0	0	0	0	0	937	62	1253	4243	817	0	0	0	0	0	161	81	0	0	0	0	0	0	0	1490	569	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	197	1744	6480	2294
ASV0139	678	380	0	33	30	39	245	0	0	4448	1572	92	387	132	635	0	0	0	15	46	797	1400	81	6	0	0	1685	580	0	0	0	50	0	0	0	33	10	426	18	0	451	0	107	0	0	0	0	0	3757	175	1047	753	379
ASV0140	6679	27	0	1166	973	349	474	0	0	0	0	0	0	0	0	0	0	0	0	4928	88	100	0	0	2359	129	0	0	0	441	548	0	0	0	0	0	0	0	0	1464	0	0	57	0	0	0	0	297	0	0	0	0	0
ASV0141	0	0	1042	0	0	1	0	871	0	3	0	0	0	0	0	0	0	27	3667	0	0	0	0	0	60	1778	0	0	1936	0	0	0	0	353	0	2523	1917	0	0	101	0	1863	0	1483	2356	0	0	0	0	0	0	0	0
ASV0142	0	0	0	360	188	63	180	103	59	0	343	0	67	0	24	0	0	0	509	156	0	4	15	199	3	0	4106	4783	0	0	5	0	0	0	0	12	116	0	14	1	6195	0	459	70	518	238	297	6	6	0	30	226	0
ASV0143	0	0	0	0	0	0	0	0	0	6151	10642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2425	0	0	0	0
ASV0144	0	0	1116	88	107	0	0	0	0	0	0	0	0	0	0	40	15502	0	0	0	0	0	0	0	0	0	0	0	1617	0	0	0	377	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0
ASV0145	194	0	0	0	62	9	0	0	0	0	0	483	924	744	0	235	896	0	0	23	8	1	5228	332	6	13	0	0	0	3604	371	8	139	0	0	0	0	103	1102	896	0	0	0	0	0	0	0	1272	0	107	2231	0	0
ASV0146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1015	0	10613	318	4005	52	254	0	0	0	0	0	0	0	0	0	0	1028	170	0	321	1196	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0147	536	0	73	1481	862	131	1093	1069	2	0	0	130	85	14	0	0	0	0	44	49	0	0	0	0	3807	160	0	0	152	349	65	8	0	0	0	65	125	269	0	3856	0	238	2062	743	372	40	21	136	0	114	598	0	0
ASV0148	0	0	0	0	0	0	3695	3022	0	0	0	0	0	0	0	0	0	0	568	0	0	0	598	0	0	0	0	0	53	0	0	0	0	2	0	597	1303	0	82	0	0	19	1010	4899	2775	0	0	0	0	0	0	0	0
ASV0149	0	3856	270	11	4	50	36	686	0	0	0	0	125	58	19	1056	504	6220	17	0	1240	561	0	0	53	0	0	0	276	58	30	0	687	133	213	12	0	0	0	0	0	229	162	865	738	0	0	45	0	0	85	56	86
ASV0150	0	0	12	205	125	710	0	271	648	0	0	286	0	0	475	2149	3152	0	0	0	0	0	981	953	0	3	0	0	0	270	219	210	1814	0	0	0	0	0	1178	0	0	0	0	322	713	758	917	359	0	215	6	182	1099
ASV0151	0	0	1390	0	0	0	0	0	0	0	9712	0	0	0	0	1007	2706	0	572	0	0	0	0	0	0	0	0	0	963	0	0	0	0	664	0	795	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0152	1007	65	235	0	0	6	0	281	66	0	10	1931	7	0	18	790	174	5	773	774	138	165	11	60	0	5	35	10	551	1579	907	686	881	26	48	1912	1051	0	5	11	34	933	0	361	389	144	138	603	27	833	0	8	10
ASV0153	5881	0	0	0	0	0	0	0	0	434	0	0	0	0	2	0	0	0	100	32	0	0	0	0	4284	69	0	0	0	0	0	0	0	0	0	1910	0	2202	0	2058	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0154	218	1502	0	0	0	0	0	1111	0	0	0	849	0	0	0	0	0	0	0	540	2146	3907	0	0	0	0	0	0	0	0	1423	1131	0	0	0	0	0	92	0	0	0	0	0	1642	1664	0	0	0	0	551	0	0	0
ASV0155	0	0	0	0	0	0	0	0	4973	0	0	218	0	0	0	1185	1534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	234	1	0	0	0	0	0	0	0	0	0	0	0	3485	5014	0	0	0	0	0	0
ASV0156	87	0	96	512	560	493	233	336	412	0	0	1821	101	151	78	0	0	212	89	95	0	0	1566	2604	0	0	0	0	50	118	99	42	0	566	206	255	316	0	2421	0	0	82	136	323	1139	243	256	0	0	489	362	6	38
ASV0157	0	0	3531	0	0	0	0	0	0	1052	0	0	0	191	331	0	0	0	0	0	0	40	0	0	0	0	0	0	4307	380	0	275	0	216	150	0	0	48	0	0	0	2005	0	0	0	0	0	0	1065	359	0	1218	1216
ASV0158	0	2	2038	1392	3931	146	4057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2193	0	0	0	0	0	0	0	0	0	0	0	0	2215	290	3	0	0	0	0	0	0	0	0	0
ASV0159	299	0	1132	375	78	478	0	0	0	0	0	0	0	0	0	762	754	2138	698	704	0	0	277	1184	0	0	0	0	579	530	1169	0	1421	599	473	220	430	106	625	0	0	831	0	0	0	0	0	359	0	0	0	0	0
ASV0160	76	0	0	15	26	0	7	0	549	0	0	111	0	0	53	0	0	0	0	4	0	0	0	0	8128	763	0	0	0	20	12	1	0	0	0	0	0	24	0	3963	0	0	5	0	0	1012	1029	6	0	132	0	183	65
ASV0161	64	207	0	13	25	155	346	0	3	0	0	0	909	250	1589	0	0	0	0	36	1616	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	159	0	0	0	0	0	0	0	5705	1664	2301
ASV0162	0	0	0	0	0	1366	0	6991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4949	0	0	2667	0	0	0	0	0	0	0	0	0
ASV0163	0	0	374	0	0	0	0	0	0	0	0	0	0	15164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0164	2936	0	0	2419	421	134	0	0	0	0	0	346	0	0	0	0	0	0	418	585	0	0	0	0	0	0	0	0	0	0	0	2159	0	0	0	173	45	5804	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0
ASV0165	0	0	1544	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6105	0	0	0	0	0	0	0	0	0	0	1942	0	0	0	0	2286	2750	0	0	0	0	0	0	606	0	0	0	0	0	0	0	0	0	0	0
ASV0166	202	0	42	2200	2825	157	1084	1148	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	2	30	1085	2176	0	0	0	0	0	0	0	0	0	0	105	2636	794	327	0	0	336	0	12	0	0	0
ASV0167	2527	11	0	4377	3308	983	203	0	0	0	0	0	0	0	0	0	0	0	0	1705	50	35	0	0	323	0	0	0	0	342	391	0	0	0	0	0	0	0	0	475	0	0	46	0	0	0	0	243	0	0	0	0	0
ASV0168	0	0	0	0	0	0	0	0	0	0	0	0	1374	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13061	0	0
ASV0169	0	0	0	0	0	0	0	0	0	860	3971	2358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943	1695	1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656	1722	1106	0	0	0
ASV0170	0	0	42	846	590	394	55	511	156	0	0	0	203	349	0	0	9	854	0	178	705	605	2044	432	22	0	869	138	45	0	0	0	0	414	0	1361	987	0	1360	0	114	58	100	0	200	151	394	0	0	0	100	333	0
ASV0171	0	0	983	2803	0	0	17	961	0	0	0	0	0	0	344	0	0	0	2498	0	450	0	974	1247	0	0	0	0	729	0	0	0	0	0	0	0	1140	0	0	0	0	644	243	687	0	0	0	0	0	0	0	616	263
ASV0172	8285	0	0	0	0	0	0	0	0	0	0	0	122	24	0	0	0	0	0	501	0	0	0	0	183	27	0	0	0	0	0	0	0	0	0	0	0	1880	0	2965	0	0	0	0	0	0	0	0	0	0	522	0	0
ASV0173	187	0	94	11	5	50	376	25	2096	69	405	0	409	337	0	0	0	415	0	879	0	0	74	304	0	0	152	372	550	278	319	0	0	2465	129	0	0	18	168	0	375	221	289	46	20	1698	563	69	91	0	754	0	0
ASV0174	220	0	40	132	96	40	0	465	0	750	2	0	681	4656	0	0	0	0	535	10	350	241	0	0	0	0	0	0	549	0	211	0	0	0	0	1211	193	79	0	0	0	427	0	185	268	0	0	93	1199	141	1460	0	0
ASV0175	0	0	329	207	116	919	0	1287	52	0	329	0	435	544	0	814	176	160	0	0	0	0	125	398	0	0	444	453	163	0	0	0	847	46	33	159	75	0	207	0	475	380	107	2380	1620	59	81	0	0	0	473	129	0
ASV0176	0	0	0	41	216	112	0	2204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3719	4260	0	0	0	0	0	0	0	0	0	0	0	0	1094	646	0	0	1566	0	0	0	0	0
ASV0177	0	0	0	0	0	0	1735	0	0	518	412	0	3	0	479	0	0	0	0	0	0	0	1240	1873	700	1379	0	0	0	0	0	0	0	0	0	0	0	0	861	1188	0	0	2018	0	5	0	0	0	553	0	0	427	452
ASV0178	14	385	44	46	42	200	113	19	884	57	68	833	50	109	68	1030	1887	4	188	62	211	213	259	3701	29	51	0	0	41	137	355	0	563	144	217	56	103	0	209	249	0	22	116	0	0	271	268	39	77	18	66	30	152
ASV0179	3520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0180	290	30	0	24	52	51	497	821	561	0	0	0	331	221	688	0	122	0	50	99	583	109	408	223	1013	150	621	101	0	0	0	0	0	0	0	0	0	181	287	1746	421	0	139	559	466	357	474	0	0	0	1230	242	330
ASV0181	0	0	0	0	0	0	0	0	0	9	0	90	0	0	0	197	175	9594	0	0	0	0	0	0	0	0	0	0	0	26	139	0	242	2560	335	0	0	0	0	0	0	0	0	0	0	0	0	11	0	7	0	0	0
ASV0182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2244	2200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0183	0	10	0	0	0	0	0	0	0	0	0	2993	1180	2996	432	0	0	0	0	0	79	16	0	0	0	0	0	0	0	0	0	1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1516	178	1538	680
ASV0184	0	1	0	471	435	416	550	0	0	2	0	0	0	3	1330	462	1065	2738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	359	334	0	0	0	0	0	0	0	1234	0	0	0	0	0	0	0	0	1477	1776
ASV0185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	6415	6547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0186	0	0	6788	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3718	0	0	0	0	0	0	0	0	0	0	0	0	2487	144	0	0	0	0	0	0	0	0	2	0
ASV0187	0	0	217	22	6	20	0	0	0	0	0	0	115	37	733	0	0	0	0	7	0	0	530	361	4490	62	1018	1357	120	55	183	50	0	0	0	0	0	0	339	400	1378	16	0	0	0	0	0	46	0	57	211	1321	0
ASV0188	49	0	0	0	0	0	0	0	135	3283	0	0	0	0	443	99	1436	0	0	0	0	0	0	0	0	0	0	0	0	1997	0	0	0	0	1078	0	0	47	0	0	0	0	0	0	0	0	0	529	2610	0	0	0	1417
ASV0189	0	0	0	0	0	0	0	7504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2334	3100	0	0	0	0	0	0	0	0
ASV0190	0	0	0	3232	1650	1712	0	0	0	0	0	2414	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	731	952	1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	681	0	0	0
ASV0191	852	355	0	734	540	532	0	51	0	0	0	3027	0	0	0	0	0	0	157	590	732	795	0	0	0	0	0	0	0	408	288	1720	0	0	0	175	123	0	0	0	0	0	0	38	9	0	0	111	0	1551	0	0	0
ASV0192	0	0	779	0	0	0	0	2490	0	699	988	0	0	0	0	0	1	1287	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	23	578	0	0	0	0	0	0	37	0	1949	3416	0	0	0	505	0	0	0	0
ASV0193	11813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0194	26	0	0	0	0	0	0	0	8795	0	0	629	0	0	145	0	0	0	0	49	0	0	0	0	179	23	0	0	0	0	64	0	0	0	0	0	0	19	0	182	0	0	0	0	0	817	1519	0	0	0	0	12	266
ASV0195	0	9	0	4537	1177	233	1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1708	2154	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	1126	0	0	0	0	0
ASV0196	75	0	0	0	0	0	0	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8424	46	0	0	0	18	371	0	0	0	0	0	0	0	5	1049	0	0	0	138	1566	0	0	1	0	1	0	0	0
ASV0197	0	3	0	0	0	0	0	7222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2291	2822	0	0	0	0	0	0	0	0
ASV0198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1024	763	1980	3836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912	488	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1130	1528
ASV0200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0201	0	0	301	0	0	744	0	0	0	0	0	392	0	0	843	0	0	0	1372	0	20	0	72	0	0	0	0	0	0	1630	688	42	0	0	0	2393	0	999	181	0	0	0	0	1871	0	0	0	257	0	0	215	0	0
ASV0202	0	2	0	3812	1366	139	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	130	843	107	0	0	0	178	402	0	0	0	0	0	0	0	733	2535	0	0	754	0	0	0	0	339	94	0	0	0	0
ASV0203	158	802	0	840	692	260	0	0	0	0	0	0	0	0	0	0	0	0	651	741	1542	1130	0	0	0	0	0	0	0	1191	1101	0	0	0	0	1376	993	28	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0
ASV0204	0	0	0	591	790	20	179	721	0	165	0	0	0	0	0	3	15	500	1405	0	0	0	0	0	0	0	0	0	0	0	1821	0	0	1452	5	768	460	0	0	0	0	0	399	0	1608	0	0	802	59	0	0	0	0
ASV0205	0	0	256	109	99	123	0	4284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1358	0	0	0	0	0	0	0	0	0	0	0	0	774	0	2984	1763	0	0	0	0	0	0	0	0
ASV0206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4834	535	346	0	0	0	0	0	0	2829	84	0	0	0	380	113	0	831	696	104	0	0	0	0	801	0	0	0	0	0	0	0	68	0	0	0	0	0
ASV0207	865	0	325	222	362	11	555	374	133	0	0	378	146	45	742	0	0	11	0	17	0	0	0	0	0	0	0	0	326	1129	1013	11	0	284	0	0	0	0	0	0	0	437	355	287	386	193	305	480	0	196	406	358	1074
ASV0208	0	0	392	0	0	0	0	0	0	2388	1433	149	0	0	191	644	0	0	374	0	0	0	0	0	525	36	0	0	396	149	317	33	756	459	0	257	369	0	0	275	0	418	0	0	0	0	0	105	404	81	985	0	0
ASV0209	1201	0	54	303	444	651	242	109	0	0	0	53	265	577	69	0	0	0	16	100	0	0	0	0	752	1269	0	0	105	429	889	0	0	89	37	130	162	408	0	1131	0	216	479	172	144	0	0	121	0	0	240	85	86
ASV0210	0	53	0	0	0	0	0	0	1325	0	0	0	16	0	0	0	0	23	0	0	144	0	0	0	2407	1923	596	1523	0	0	0	0	0	18	0	0	0	0	1	2290	176	0	0	0	0	115	354	0	0	0	32	0	0
ASV0211	0	0	84	0	0	0	0	0	0	731	2553	556	0	0	0	0	0	0	3072	0	0	0	0	0	0	0	0	0	200	204	590	233	0	0	0	1165	457	0	0	0	0	0	0	0	0	0	0	160	579	198	0	0	0
ASV0212	2609	0	57	0	0	0	0	0	0	312	14	0	47	0	0	0	0	0	13	455	0	0	0	0	6094	0	0	0	20	0	0	9	0	0	0	0	3	0	0	0	0	20	0	0	0	0	0	0	300	0	721	0	0
ASV0213	23	4	911	39	22	125	29	182	56	182	320	19	91	105	36	14	4	0	0	101	184	47	1464	976	422	5	452	713	143	0	0	8	112	141	64	0	0	11	860	311	337	141	133	214	43	47	120	0	143	5	1094	164	0
ASV0214	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	1125	4143	710	0	0	0	0	0	0	0	0	0	0	0	0	504	3689	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0215	1	0	0	0	0	0	0	0	559	0	0	215	32	10	243	102	147	112	0	0	0	0	0	0	2672	232	0	0	0	0	124	0	54	134	84	0	0	0	0	4714	0	0	0	0	0	263	224	3	0	40	87	118	316
ASV0216	126	0	3222	45	58	200	0	1346	0	0	0	0	0	0	0	0	0	54	0	45	0	0	0	0	0	0	0	0	1739	0	0	0	0	456	0	0	188	0	0	0	0	1395	0	628	887	0	0	0	0	0	0	0	0
ASV0217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6507	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0218	661	276	30	416	312	201	324	78	74	75	29	486	56	116	209	160	45	301	167	286	540	601	170	51	581	197	43	11	118	196	95	16	88	184	19	274	215	490	38	562	166	171	263	100	42	128	105	69	33	36	43	118	86
ASV0219	0	0	0	0	0	0	240	59	0	0	0	0	0	75	0	0	704	1455	0	0	0	0	0	0	254	1065	0	0	97	0	0	0	1930	1315	1243	0	0	0	0	1177	96	172	0	74	73	0	0	0	0	37	51	0	0
ASV0220	0	1	0	863	497	1824	0	71	0	0	0	0	0	0	0	0	0	0	2272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1548	2838	0	0	0	0	0	0	61	108	0	0	0	0	0	0	0	0
ASV0221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	5418	0	4606	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV0222	445	0	0	1809	754	490	901	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	273	45	0	907	1360	0	0	0	0	0	0	0	0	0	240	0	1692	0	0	0	0	0	0	0	0	791	0
